ts,spec_id,item_id,seed,provider,version,model,ok,empty,attempts,cost_usd,error
2026-07-07T22:56:57.834132+00:00,S01,C012,22,google,prior,gemini-2.5-flash,True,False,1,0.000362,
2026-07-07T22:56:58.085138+00:00,S01,C013,11,google,prior,gemini-2.5-flash,True,False,1,0.0003,
2026-07-07T22:56:58.130347+00:00,S01,C012,33,google,prior,gemini-2.5-flash,True,False,1,0.000492,
2026-07-07T22:56:58.374635+00:00,S01,C013,22,google,prior,gemini-2.5-flash,True,False,1,0.000286,
2026-07-07T22:56:58.629848+00:00,S01,C013,33,google,prior,gemini-2.5-flash,True,False,1,0.000435,
2026-07-07T22:56:58.828868+00:00,S01,C014,11,google,prior,gemini-2.5-flash,True,False,1,0.000335,
2026-07-07T22:56:59.015358+00:00,S01,C014,22,google,prior,gemini-2.5-flash,True,False,1,0.000268,
2026-07-07T22:56:59.235860+00:00,S01,C014,33,google,prior,gemini-2.5-flash,True,False,1,0.000343,
2026-07-07T22:56:59.432643+00:00,S01,C015,11,google,prior,gemini-2.5-flash,True,False,1,0.000388,
2026-07-07T22:56:59.757491+00:00,S01,C015,33,google,prior,gemini-2.5-flash,True,False,1,0.00043,
2026-07-07T22:56:59.797415+00:00,S01,C015,22,google,prior,gemini-2.5-flash,True,False,1,0.000463,
2026-07-07T22:57:00.156158+00:00,S01,C016,11,google,prior,gemini-2.5-flash,True,False,1,0.000403,
2026-07-07T22:57:00.258177+00:00,S01,C016,33,google,prior,gemini-2.5-flash,True,False,1,0.000283,
2026-07-07T22:57:00.303513+00:00,S01,C016,22,google,prior,gemini-2.5-flash,True,False,1,0.000385,
2026-07-07T22:57:00.584151+00:00,S01,C017,11,google,prior,gemini-2.5-flash,True,False,1,0.000378,
2026-07-07T22:57:00.972806+00:00,S01,C017,22,google,prior,gemini-2.5-flash,True,False,1,0.000358,
2026-07-07T22:57:01.115854+00:00,S01,C017,33,google,prior,gemini-2.5-flash,True,False,1,0.000325,
2026-07-07T22:57:01.237119+00:00,S01,C018,11,google,prior,gemini-2.5-flash,True,False,1,0.00029,
2026-07-07T22:57:01.565482+00:00,S01,C018,22,google,prior,gemini-2.5-flash,True,False,1,0.0003,
2026-07-07T22:57:01.791394+00:00,S01,C019,11,google,prior,gemini-2.5-flash,True,False,1,0.000278,
2026-07-07T22:57:01.906489+00:00,S01,C019,22,google,prior,gemini-2.5-flash,True,False,1,0.000305,
2026-07-07T22:57:02.130363+00:00,S01,C019,33,google,prior,gemini-2.5-flash,True,False,1,0.000293,
2026-07-07T22:57:02.161994+00:00,S01,C018,33,google,prior,gemini-2.5-flash,True,False,1,0.000325,
2026-07-07T22:57:02.295236+00:00,S01,C020,11,google,prior,gemini-2.5-flash,True,False,1,0.000244,
2026-07-07T22:57:02.676541+00:00,S01,C020,22,google,prior,gemini-2.5-flash,True,False,1,0.000329,
2026-07-07T22:57:02.733230+00:00,S01,C020,33,google,prior,gemini-2.5-flash,True,False,1,0.000276,
2026-07-07T22:57:02.931786+00:00,S01,C021,11,google,prior,gemini-2.5-flash,True,False,1,0.000302,
2026-07-07T22:57:03.180981+00:00,S01,C021,22,google,prior,gemini-2.5-flash,True,False,1,0.000292,
2026-07-07T22:57:03.436105+00:00,S01,C021,33,google,prior,gemini-2.5-flash,True,False,1,0.000399,
2026-07-07T22:57:03.491991+00:00,S01,C022,11,google,prior,gemini-2.5-flash,True,False,1,0.000297,
2026-07-07T22:57:03.590651+00:00,S01,C022,22,google,prior,gemini-2.5-flash,True,False,1,0.000275,
2026-07-07T22:57:03.961997+00:00,S01,C022,33,google,prior,gemini-2.5-flash,True,False,1,0.000342,
2026-07-07T22:57:03.971712+00:00,S01,C023,11,google,prior,gemini-2.5-flash,True,False,1,0.000226,
2026-07-07T22:57:04.436933+00:00,S01,C023,22,google,prior,gemini-2.5-flash,True,False,1,0.000346,
2026-07-07T22:57:04.562358+00:00,S01,C023,33,google,prior,gemini-2.5-flash,True,False,1,0.000321,
2026-07-07T22:57:04.744012+00:00,S01,C024,11,google,prior,gemini-2.5-flash,True,False,1,0.000361,
2026-07-07T22:57:04.823860+00:00,S01,C024,22,google,prior,gemini-2.5-flash,True,False,1,0.000261,
2026-07-07T22:57:05.288634+00:00,S01,C024,33,google,prior,gemini-2.5-flash,True,False,1,0.000386,
2026-07-07T22:57:05.342571+00:00,S01,C025,11,google,prior,gemini-2.5-flash,True,False,1,0.000238,
2026-07-07T22:57:05.535774+00:00,S01,C025,22,google,prior,gemini-2.5-flash,True,False,1,0.000278,
2026-07-07T22:57:05.854681+00:00,S01,C025,33,google,prior,gemini-2.5-flash,True,False,1,0.00035,
2026-07-07T22:57:06.071299+00:00,S01,C026,11,google,prior,gemini-2.5-flash,True,False,1,0.000325,
2026-07-07T22:57:06.220123+00:00,S01,C026,22,google,prior,gemini-2.5-flash,True,False,1,0.000328,
2026-07-07T22:57:06.508920+00:00,S01,C026,33,google,prior,gemini-2.5-flash,True,False,1,0.00038,
2026-07-07T22:57:06.564893+00:00,S01,C027,22,google,prior,gemini-2.5-flash,True,False,1,0.000286,
2026-07-07T22:57:06.821334+00:00,S01,C027,11,google,prior,gemini-2.5-flash,True,False,1,0.000388,
2026-07-07T22:57:06.859417+00:00,S01,C027,33,google,prior,gemini-2.5-flash,True,False,1,0.000348,
2026-07-07T22:57:07.085635+00:00,S01,C028,11,google,prior,gemini-2.5-flash,True,False,1,0.000255,
2026-07-07T22:57:07.320576+00:00,S01,C028,22,google,prior,gemini-2.5-flash,True,False,1,0.0003,
2026-07-07T22:57:07.573717+00:00,S01,C029,11,google,prior,gemini-2.5-flash,True,False,1,0.000284,
2026-07-07T22:57:07.659210+00:00,S01,C028,33,google,prior,gemini-2.5-flash,True,False,1,0.000338,
2026-07-07T22:57:07.924058+00:00,S01,C029,22,google,prior,gemini-2.5-flash,True,False,1,0.000264,
2026-07-07T22:57:08.128626+00:00,S01,C029,33,google,prior,gemini-2.5-flash,True,False,1,0.000259,
2026-07-07T22:57:08.366001+00:00,S01,C030,11,google,prior,gemini-2.5-flash,True,False,1,0.000331,
2026-07-07T22:57:08.513403+00:00,S01,C030,22,google,prior,gemini-2.5-flash,True,False,1,0.000276,
2026-07-07T22:57:08.700513+00:00,S01,C030,33,google,prior,gemini-2.5-flash,True,False,1,0.000299,
2026-07-07T22:57:09.020054+00:00,S01,C031,22,google,prior,gemini-2.5-flash,True,False,1,0.000244,
2026-07-07T22:57:09.020183+00:00,S01,C031,11,google,prior,gemini-2.5-flash,True,False,1,0.000346,
2026-07-07T22:57:09.445845+00:00,S01,C032,11,google,prior,gemini-2.5-flash,True,False,1,0.000274,
2026-07-07T22:57:09.572857+00:00,S01,C031,33,google,prior,gemini-2.5-flash,True,False,1,0.000366,
2026-07-07T22:57:09.883357+00:00,S01,C032,22,google,prior,gemini-2.5-flash,True,False,1,0.000309,
2026-07-07T22:57:10.052743+00:00,S01,C033,11,google,prior,gemini-2.5-flash,True,False,1,0.000272,
2026-07-07T22:57:10.106045+00:00,S01,C032,33,google,prior,gemini-2.5-flash,True,False,1,0.000406,
2026-07-07T22:57:10.205324+00:00,S01,C033,22,google,prior,gemini-2.5-flash,True,False,1,0.000285,
2026-07-07T22:57:10.348144+00:00,S01,C033,33,google,prior,gemini-2.5-flash,True,False,1,0.000237,
2026-07-07T22:57:10.594310+00:00,S01,C034,11,google,prior,gemini-2.5-flash,True,False,1,0.000247,
2026-07-07T22:57:11.042881+00:00,S01,C034,22,google,prior,gemini-2.5-flash,True,False,1,0.000309,
2026-07-07T22:57:11.043183+00:00,S01,C034,33,google,prior,gemini-2.5-flash,True,False,1,0.000269,
2026-07-07T22:57:11.497028+00:00,S01,C035,11,google,prior,gemini-2.5-flash,True,False,1,0.000357,
2026-07-07T22:57:11.594817+00:00,S01,C035,22,google,prior,gemini-2.5-flash,True,False,1,0.000342,
2026-07-07T22:57:11.810647+00:00,S01,C035,33,google,prior,gemini-2.5-flash,True,False,1,0.000385,
2026-07-07T22:57:11.923680+00:00,S01,C036,11,google,prior,gemini-2.5-flash,True,False,1,0.000308,
2026-07-07T22:57:12.181963+00:00,S01,C036,33,google,prior,gemini-2.5-flash,True,False,1,0.000281,
2026-07-07T22:57:12.330688+00:00,S01,C036,22,google,prior,gemini-2.5-flash,True,False,1,0.000421,
2026-07-07T22:57:12.512022+00:00,S01,C037,11,google,prior,gemini-2.5-flash,True,False,1,0.000261,
2026-07-07T22:57:12.691109+00:00,S01,C037,22,google,prior,gemini-2.5-flash,True,False,1,0.000283,
2026-07-07T22:57:13.078515+00:00,S01,C037,33,google,prior,gemini-2.5-flash,True,False,1,0.000351,
2026-07-07T22:57:13.101160+00:00,S01,C038,11,google,prior,gemini-2.5-flash,True,False,1,0.000269,
2026-07-07T22:57:13.238450+00:00,S01,C038,22,google,prior,gemini-2.5-flash,True,False,1,0.000234,
2026-07-07T22:57:13.464144+00:00,S01,C038,33,google,prior,gemini-2.5-flash,True,False,1,0.000331,
2026-07-07T22:57:13.678269+00:00,S01,C039,11,google,prior,gemini-2.5-flash,True,False,1,0.000329,
2026-07-07T22:57:13.910195+00:00,S01,C039,22,google,prior,gemini-2.5-flash,True,False,1,0.000367,
2026-07-07T22:57:13.983943+00:00,S01,C039,33,google,prior,gemini-2.5-flash,True,False,1,0.000267,
2026-07-07T22:57:14.329025+00:00,S01,C040,11,google,prior,gemini-2.5-flash,True,False,1,0.000295,
2026-07-07T22:57:14.562642+00:00,S01,C040,22,google,prior,gemini-2.5-flash,True,False,1,0.000355,
2026-07-07T22:57:14.836802+00:00,S01,C041,11,google,prior,gemini-2.5-flash,True,False,1,0.000303,
2026-07-07T22:57:14.905569+00:00,S01,C040,33,google,prior,gemini-2.5-flash,True,False,1,0.000445,
2026-07-07T22:57:15.151526+00:00,S01,C041,22,google,prior,gemini-2.5-flash,True,False,1,0.00032,
2026-07-07T22:57:15.352033+00:00,S01,C042,11,google,prior,gemini-2.5-flash,True,False,1,0.000216,
2026-07-07T22:57:15.406381+00:00,S01,C041,33,google,prior,gemini-2.5-flash,True,False,1,0.000345,
2026-07-07T22:57:15.638473+00:00,S01,C042,22,google,prior,gemini-2.5-flash,True,False,1,0.000229,
2026-07-07T22:57:15.893054+00:00,S01,C042,33,google,prior,gemini-2.5-flash,True,False,1,0.000229,
2026-07-07T22:57:16.300709+00:00,S01,C043,22,google,prior,gemini-2.5-flash,True,False,1,0.000337,
2026-07-07T22:57:16.406345+00:00,S01,C043,11,google,prior,gemini-2.5-flash,True,False,1,0.000437,
2026-07-07T22:57:16.564061+00:00,S01,C044,11,google,prior,gemini-2.5-flash,True,False,1,0.000246,
2026-07-07T22:57:16.865501+00:00,S01,C044,22,google,prior,gemini-2.5-flash,True,False,1,0.000278,
2026-07-07T22:57:16.874834+00:00,S01,C043,33,google,prior,gemini-2.5-flash,True,False,1,0.000477,
2026-07-07T22:57:16.974615+00:00,S01,C044,33,google,prior,gemini-2.5-flash,True,False,1,0.000281,
2026-07-07T22:57:17.412620+00:00,S01,C045,11,google,prior,gemini-2.5-flash,True,False,1,0.000355,
2026-07-07T22:57:17.436522+00:00,S01,C045,22,google,prior,gemini-2.5-flash,True,False,1,0.000265,
2026-07-07T22:57:17.937443+00:00,S01,C045,33,google,prior,gemini-2.5-flash,True,False,1,0.000452,
2026-07-07T22:57:18.005565+00:00,S01,D046,11,google,prior,gemini-2.5-flash,True,False,1,0.000273,
2026-07-07T22:57:18.136371+00:00,S01,D046,22,google,prior,gemini-2.5-flash,True,False,1,0.000305,
2026-07-07T22:57:18.273652+00:00,S01,D046,33,google,prior,gemini-2.5-flash,True,False,1,0.000335,
2026-07-07T22:57:18.448535+00:00,S01,D047,11,google,prior,gemini-2.5-flash,True,False,1,0.00024,
2026-07-07T22:57:18.807608+00:00,S01,D047,22,google,prior,gemini-2.5-flash,True,False,1,0.000353,
2026-07-07T22:57:18.877796+00:00,S01,D047,33,google,prior,gemini-2.5-flash,True,False,1,0.00029,
2026-07-07T22:57:19.208702+00:00,S01,D048,22,google,prior,gemini-2.5-flash,True,False,1,0.00028,
2026-07-07T22:57:19.246816+00:00,S01,D048,11,google,prior,gemini-2.5-flash,True,False,1,0.0003,
2026-07-07T22:57:19.540138+00:00,S01,D048,33,google,prior,gemini-2.5-flash,True,False,1,0.000245,
2026-07-07T22:57:19.678679+00:00,S01,D049,11,google,prior,gemini-2.5-flash,True,False,1,0.000295,
2026-07-07T22:57:20.059134+00:00,S01,D049,22,google,prior,gemini-2.5-flash,True,False,1,0.000283,
2026-07-07T22:57:20.127102+00:00,S01,D049,33,google,prior,gemini-2.5-flash,True,False,1,0.00029,
2026-07-07T22:57:20.345018+00:00,S01,D050,11,google,prior,gemini-2.5-flash,True,False,1,0.000293,
2026-07-07T22:57:20.743166+00:00,S01,D050,22,google,prior,gemini-2.5-flash,True,False,1,0.000348,
2026-07-07T22:57:20.864221+00:00,S01,D050,33,google,prior,gemini-2.5-flash,True,False,1,0.000296,
2026-07-07T22:57:20.907316+00:00,S01,D051,11,google,prior,gemini-2.5-flash,True,False,1,0.000296,
2026-07-07T22:57:21.257256+00:00,S01,D051,22,google,prior,gemini-2.5-flash,True,False,1,0.000341,
2026-07-07T22:57:21.419476+00:00,S01,D051,33,google,prior,gemini-2.5-flash,True,False,1,0.000328,
2026-07-07T22:57:21.649301+00:00,S01,D052,22,google,prior,gemini-2.5-flash,True,False,1,0.000285,
2026-07-07T22:57:21.728534+00:00,S01,D052,11,google,prior,gemini-2.5-flash,True,False,1,0.000348,
2026-07-07T22:57:21.867651+00:00,S01,D052,33,google,prior,gemini-2.5-flash,True,False,1,0.000318,
2026-07-07T22:57:22.279003+00:00,S01,D053,11,google,prior,gemini-2.5-flash,True,False,1,0.000338,
2026-07-07T22:57:22.539390+00:00,S01,D053,22,google,prior,gemini-2.5-flash,True,False,1,0.000375,
2026-07-07T22:57:22.578555+00:00,S01,D053,33,google,prior,gemini-2.5-flash,True,False,1,0.000313,
2026-07-07T22:57:22.773619+00:00,S01,D054,11,google,prior,gemini-2.5-flash,True,False,1,0.000275,
2026-07-07T22:57:22.978313+00:00,S01,D054,22,google,prior,gemini-2.5-flash,True,False,1,0.000303,
2026-07-07T22:57:23.175762+00:00,S01,D054,33,google,prior,gemini-2.5-flash,True,False,1,0.000243,
2026-07-07T22:57:23.296780+00:00,S01,D055,11,google,prior,gemini-2.5-flash,True,False,1,0.00031,
2026-07-07T22:57:23.473878+00:00,S01,D055,22,google,prior,gemini-2.5-flash,True,False,1,0.000275,
2026-07-07T22:57:23.586791+00:00,S01,D055,33,google,prior,gemini-2.5-flash,True,False,1,0.00022,
2026-07-07T22:57:24.167000+00:00,S01,D056,11,google,prior,gemini-2.5-flash,True,False,1,0.000355,
2026-07-07T22:57:24.209731+00:00,S01,D056,22,google,prior,gemini-2.5-flash,True,False,1,0.0003,
2026-07-07T22:57:24.324625+00:00,S01,D056,33,google,prior,gemini-2.5-flash,True,False,1,0.00028,
2026-07-07T22:57:24.458785+00:00,S01,D057,11,google,prior,gemini-2.5-flash,True,False,1,0.000265,
2026-07-07T22:57:24.724667+00:00,S01,D057,22,google,prior,gemini-2.5-flash,True,False,1,0.000262,
2026-07-07T22:57:25.103654+00:00,S01,D057,33,google,prior,gemini-2.5-flash,True,False,1,0.000262,
2026-07-07T22:57:25.177589+00:00,S01,D058,11,google,prior,gemini-2.5-flash,True,False,1,0.000283,
2026-07-07T22:57:25.355673+00:00,S01,D058,33,google,prior,gemini-2.5-flash,True,False,1,0.000238,
2026-07-07T22:57:25.374599+00:00,S01,D058,22,google,prior,gemini-2.5-flash,True,False,1,0.000315,
2026-07-07T22:57:25.963562+00:00,S01,D059,11,google,prior,gemini-2.5-flash,True,False,1,0.00036,
2026-07-07T22:57:26.110556+00:00,S01,D059,33,google,prior,gemini-2.5-flash,True,False,1,0.00028,
2026-07-07T22:57:26.220068+00:00,S01,D060,11,google,prior,gemini-2.5-flash,True,False,1,0.000218,
2026-07-07T22:57:26.391073+00:00,S01,D059,22,google,prior,gemini-2.5-flash,True,False,1,0.000423,
2026-07-07T22:57:26.644728+00:00,S01,D060,22,google,prior,gemini-2.5-flash,True,False,1,0.0003,
2026-07-07T22:57:26.862462+00:00,S01,D061,11,google,prior,gemini-2.5-flash,True,False,1,0.000295,
2026-07-07T22:57:26.906489+00:00,S01,D060,33,google,prior,gemini-2.5-flash,True,False,1,0.000323,
2026-07-07T22:57:27.288239+00:00,S01,D061,22,google,prior,gemini-2.5-flash,True,False,1,0.000383,
2026-07-07T22:57:27.411922+00:00,S01,D062,11,google,prior,gemini-2.5-flash,True,False,1,0.00025,
2026-07-07T22:57:27.456128+00:00,S01,D061,33,google,prior,gemini-2.5-flash,True,False,1,0.000375,
2026-07-07T22:57:27.726571+00:00,S01,D062,22,google,prior,gemini-2.5-flash,True,False,1,0.000275,
2026-07-07T22:57:28.047144+00:00,S01,D062,33,google,prior,gemini-2.5-flash,True,False,1,0.000353,
2026-07-07T22:57:28.172892+00:00,S01,D063,22,google,prior,gemini-2.5-flash,True,False,1,0.000222,
2026-07-07T22:57:28.173022+00:00,S01,D063,11,google,prior,gemini-2.5-flash,True,False,1,0.000292,
2026-07-07T22:57:28.454268+00:00,S01,D063,33,google,prior,gemini-2.5-flash,True,False,1,0.000275,
2026-07-07T22:57:28.578930+00:00,S01,D064,11,google,prior,gemini-2.5-flash,True,False,1,0.000245,
2026-07-07T22:57:29.040136+00:00,S01,D064,22,google,prior,gemini-2.5-flash,True,False,1,0.000313,
2026-07-07T22:57:29.168334+00:00,S01,D064,33,google,prior,gemini-2.5-flash,True,False,1,0.000298,
2026-07-07T22:57:29.370254+00:00,S01,D065,11,google,prior,gemini-2.5-flash,True,False,1,0.000265,
2026-07-07T22:57:29.405248+00:00,S01,D065,22,google,prior,gemini-2.5-flash,True,False,1,0.000215,
2026-07-07T22:57:29.728911+00:00,S01,D065,33,google,prior,gemini-2.5-flash,True,False,1,0.000273,
2026-07-07T22:57:29.806123+00:00,S01,D066,11,google,prior,gemini-2.5-flash,True,False,1,0.000225,
2026-07-07T22:57:30.040880+00:00,S01,D066,22,google,prior,gemini-2.5-flash,True,False,1,0.000315,
2026-07-07T22:57:30.536627+00:00,S01,D067,11,google,prior,gemini-2.5-flash,True,False,1,0.000313,
2026-07-07T22:57:30.547750+00:00,S01,D066,33,google,prior,gemini-2.5-flash,True,False,1,0.00039,
2026-07-07T22:57:30.661312+00:00,S01,D067,22,google,prior,gemini-2.5-flash,True,False,1,0.000241,
2026-07-07T22:57:31.031349+00:00,S01,D067,33,google,prior,gemini-2.5-flash,True,False,1,0.000393,
2026-07-07T22:57:31.110651+00:00,S01,D068,11,google,prior,gemini-2.5-flash,True,False,1,0.000288,
2026-07-07T22:57:31.221306+00:00,S01,D068,22,google,prior,gemini-2.5-flash,True,False,1,0.000225,
2026-07-07T22:57:31.541672+00:00,S01,D068,33,google,prior,gemini-2.5-flash,True,False,1,0.000298,
2026-07-07T22:57:31.928491+00:00,S01,D069,11,google,prior,gemini-2.5-flash,True,False,1,0.00034,
2026-07-07T22:57:32.062392+00:00,S01,D069,22,google,prior,gemini-2.5-flash,True,False,1,0.000333,
2026-07-07T22:57:32.165635+00:00,S01,D069,33,google,prior,gemini-2.5-flash,True,False,1,0.000335,
2026-07-07T22:57:32.376180+00:00,S01,D070,11,google,prior,gemini-2.5-flash,True,False,1,0.00032,
2026-07-07T22:57:32.486756+00:00,S01,D070,22,google,prior,gemini-2.5-flash,True,False,1,0.000298,
2026-07-07T22:57:32.749239+00:00,S01,D070,33,google,prior,gemini-2.5-flash,True,False,1,0.00034,
2026-07-07T22:57:33.007705+00:00,S01,D071,11,google,prior,gemini-2.5-flash,True,False,1,0.000335,
2026-07-07T22:57:33.205029+00:00,S01,D071,22,google,prior,gemini-2.5-flash,True,False,1,0.000265,
2026-07-07T22:57:33.554841+00:00,S01,D072,11,google,prior,gemini-2.5-flash,True,False,1,0.000285,
2026-07-07T22:57:33.596160+00:00,S01,D071,33,google,prior,gemini-2.5-flash,True,False,1,0.000378,
2026-07-07T22:57:33.958607+00:00,S01,D072,33,google,prior,gemini-2.5-flash,True,False,1,0.000318,
2026-07-07T22:57:34.061592+00:00,S01,D072,22,google,prior,gemini-2.5-flash,True,False,1,0.00045,
2026-07-07T22:57:34.061906+00:00,S01,D073,11,google,prior,gemini-2.5-flash,True,False,1,0.000283,
2026-07-07T22:57:34.214267+00:00,S01,D073,22,google,prior,gemini-2.5-flash,True,False,1,0.0003,
2026-07-07T22:57:34.494308+00:00,S01,D073,33,google,prior,gemini-2.5-flash,True,False,1,0.000315,
2026-07-07T22:57:34.849535+00:00,S01,D074,11,google,prior,gemini-2.5-flash,True,False,1,0.000385,
2026-07-07T22:57:34.999681+00:00,S01,D074,22,google,prior,gemini-2.5-flash,True,False,1,0.000308,
2026-07-07T22:57:35.314597+00:00,S01,D074,33,google,prior,gemini-2.5-flash,True,False,1,0.00033,
2026-07-07T22:57:35.401606+00:00,S01,D075,11,google,prior,gemini-2.5-flash,True,False,1,0.00033,
2026-07-07T22:57:35.401758+00:00,S01,D075,22,google,prior,gemini-2.5-flash,True,False,1,0.000268,
2026-07-07T22:57:35.820881+00:00,S01,D076,11,google,prior,gemini-2.5-flash,True,False,1,0.000257,
2026-07-07T22:57:35.859502+00:00,S01,D075,33,google,prior,gemini-2.5-flash,True,False,1,0.000338,
2026-07-07T22:57:36.259248+00:00,S01,D076,22,google,prior,gemini-2.5-flash,True,False,1,0.00038,
2026-07-07T22:57:36.374847+00:00,S01,D076,33,google,prior,gemini-2.5-flash,True,False,1,0.000305,
2026-07-07T22:57:36.587544+00:00,S01,D077,11,google,prior,gemini-2.5-flash,True,False,1,0.000321,
2026-07-07T22:57:36.873427+00:00,S01,D077,22,google,prior,gemini-2.5-flash,True,False,1,0.000323,
2026-07-07T22:57:36.894976+00:00,S01,D077,33,google,prior,gemini-2.5-flash,True,False,1,0.000268,
2026-07-07T22:57:37.016669+00:00,S01,D078,11,google,prior,gemini-2.5-flash,True,False,1,0.00033,
2026-07-07T22:57:37.271642+00:00,S01,D078,22,google,prior,gemini-2.5-flash,True,False,1,0.00022,
2026-07-07T22:57:37.567764+00:00,S01,D078,33,google,prior,gemini-2.5-flash,True,False,1,0.000278,
2026-07-07T22:57:37.854151+00:00,S01,D079,11,google,prior,gemini-2.5-flash,True,False,1,0.000321,
2026-07-07T22:57:38.020521+00:00,S01,D079,33,google,prior,gemini-2.5-flash,True,False,1,0.000273,
2026-07-07T22:57:38.023200+00:00,S01,D079,22,google,prior,gemini-2.5-flash,True,False,1,0.000303,
2026-07-07T22:57:38.354618+00:00,S01,D080,11,google,prior,gemini-2.5-flash,True,False,1,0.000283,
2026-07-07T22:57:38.428614+00:00,S01,D080,22,google,prior,gemini-2.5-flash,True,False,1,0.000258,
2026-07-07T22:57:38.824718+00:00,S01,D080,33,google,prior,gemini-2.5-flash,True,False,1,0.000291,
2026-07-07T22:57:38.926854+00:00,S01,D081,11,google,prior,gemini-2.5-flash,True,False,1,0.000273,
2026-07-07T22:57:39.090458+00:00,S01,D081,22,google,prior,gemini-2.5-flash,True,False,1,0.000243,
2026-07-07T22:57:39.171084+00:00,S01,D081,33,google,prior,gemini-2.5-flash,True,False,1,0.000228,
2026-07-07T22:57:39.527161+00:00,S01,D082,11,google,prior,gemini-2.5-flash,True,False,1,0.000253,
2026-07-07T22:57:39.872737+00:00,S01,D082,22,google,prior,gemini-2.5-flash,True,False,1,0.000315,
2026-07-07T22:57:39.949158+00:00,S01,D082,33,google,prior,gemini-2.5-flash,True,False,1,0.000315,
2026-07-07T22:57:40.217624+00:00,S01,D083,11,google,prior,gemini-2.5-flash,True,False,1,0.000338,
2026-07-07T22:57:40.263953+00:00,S01,D083,22,google,prior,gemini-2.5-flash,True,False,1,0.0003,
